id,module_id,code,question_type,Text Quesiton,Image Question,questions_image,Answer,question_order_text,question_graph_content,Seq,Difficulty,points_earned,translatable,status,created_by,updated_by,deleted_by
36578,714,1134151,FIB,Figure out how many butterflies will be left,module1134ae.png,module1134ae.png,"{""type"":1,""answer"":[{""value"":6,""type"":""int""}]}",,,11,2,1,1,Enabled,,,
36579,714,1134152,FIB,Subtract 12 from the 32 beakers and you get,module1134af.png,module1134af.png,"{""type"":1,""answer"":[{""value"":20,""type"":""int""}]}",,,12,2,1,1,Enabled,,,
36580,714,1134153,FIB,Subtract,module1134ag.png,module1134ag.png,"{""type"":1,""answer"":[{""value"":8,""type"":""int""}]}",,,13,2,1,1,Enabled,,,
36581,714,1134154,FIB,How many cakes and ice cream will be left after the subtraction?,module1134ah.png,module1134ah.png,"{""type"":1,""answer"":[{""value"":28,""type"":""int""}]}",,,14,2,1,1,Enabled,,,
36582,714,1134155,FIB,Subtract 10 from the 54 shapes,module1134ai.png,module1134ai.png,"{""type"":1,""answer"":[{""value"":44,""type"":""int""}]}",,,15,2,1,1,Enabled,,,
36583,714,1134156,FIB,Figure out how many saxaphones will be left,module1134aj.png,module1134aj.png,"{""type"":1,""answer"":[{""value"":24,""type"":""int""}]}",,,16,2,1,1,Enabled,,,
36584,714,1134157,FIB,How many pianos will be rest?,module1134ak.png,module1134ak.png,"{""type"":1,""answer"":[{""value"":28,""type"":""int""}]}",,,17,2,1,1,Enabled,,,
36585,714,1134158,FIB,Subtract 18 cookies from the 36 (Note each bundle is counted as 1),module1134al.png,module1134al.png,"{""type"":1,""answer"":[{""value"":18,""type"":""int""}]}",,,18,2,1,1,Enabled,,,
36586,714,1134159,FIB,How many plates of spagetti is left?,module1134am.png,module1134am.png,"{""type"":1,""answer"":[{""value"":12,""type"":""int""}]}",,,19,2,1,1,Enabled,,,
36587,714,1134160,FIB,How many tacos are left?,module1134an.png,module1134an.png,"{""type"":1,""answer"":[{""value"":12,""type"":""int""}]}",,,20,2,1,1,Enabled,,,
36588,714,1134161,FIB,Subtract 18 fruits from the 36,module1134ao.png,module1134ao.png,"{""type"":1,""answer"":[{""value"":16,""type"":""int""}]}",,,1,3,1,1,Enabled,,,
36589,714,1134162,FIB,How many pasteries are left?,module1134ap.png,module1134ap.png,"{""type"":1,""answer"":[{""value"":24,""type"":""int""}]}",,,2,3,1,1,Enabled,,,
36590,714,1134163,FIB,Subtract 18 zebras from the 29,module1134aq.png,module1134aq.png,"{""type"":1,""answer"":[{""value"":11,""type"":""int""}]}",,,3,3,1,1,Enabled,,,
36591,714,1134164,FIB,How many polar bears are left?,module1134ar.png,module1134ar.png,"{""type"":1,""answer"":[{""value"":8,""type"":""int""}]}",,,4,3,1,1,Enabled,,,
36592,714,1134165,FIB,Complete the subtraction,module1134as.png,module1134as.png,"{""type"":1,""answer"":[{""value"":5,""type"":""int""}]}",,,5,3,1,1,Enabled,,,
36593,714,1134166,FIB,How many jackets are left?,module1134at.png,module1134at.png,"{""type"":1,""answer"":[{""value"":11,""type"":""int""}]}",,,6,3,1,1,Enabled,,,
36594,714,1134167,FIB,How many goats are left?,module1134au.png,module1134au.png,"{""type"":1,""answer"":[{""value"":12,""type"":""int""}]}",,,7,3,1,1,Enabled,,,
36595,714,1134168,FIB,Complete the subtraction,module1134av.png,module1134av.png,"{""type"":1,""answer"":[{""value"":3,""type"":""int""}]}",,,8,3,1,1,Enabled,,,
36596,714,1134169,FIB,Figure out how many waffles are left,module1134ax.png,module1134ax.png,"{""type"":1,""answer"":[{""value"":21,""type"":""int""}]}",,,9,3,1,1,Enabled,,,
36597,714,1134170,FIB,How many camels are left?,module1134ay.png,module1134ay.png,"{""type"":1,""answer"":[{""value"":13,""type"":""int""}]}",,,10,3,1,1,Enabled,,,
36598,714,1134171,FIB,If we take 18 words away how many are left?,module1134az.png,module1134az.png,"{""type"":1,""answer"":[{""value"":20,""type"":""int""}]}",,,11,3,1,1,Enabled,,,
36599,714,1134172,FIB,How many balls are left?,module1134ba.png,module1134ba.png,"{""type"":1,""answer"":[{""value"":22,""type"":""int""}]}",,,12,3,1,1,Enabled,,,
36600,714,1134173,FIB,Complete this subtraction,module1134bb.png,module1134bb.png,"{""type"":1,""answer"":[{""value"":12,""type"":""int""}]}",,,13,3,1,1,Enabled,,,
36601,714,1134174,FIB,Figure out how many polar bears are left,module1134bc.png,module1134bc.png,"{""type"":1,""answer"":[{""value"":16,""type"":""int""}]}",,,14,3,1,1,Enabled,,,
36602,714,1134175,FIB,How many whales are left if we take 8 away?,module1134bd.png,module1134bd.png,"{""type"":1,""answer"":[{""value"":10,""type"":""int""}]}",,,15,3,1,1,Enabled,,,
36603,714,1134176,FIB,How many rockets are left?,module1134be.png,module1134be.png,"{""type"":1,""answer"":[{""value"":48,""type"":""int""}]}",,,16,3,1,1,Enabled,,,
36604,714,1134177,FIB,Subtract,module1134bf.png,module1134bf.png,"{""type"":1,""answer"":[{""value"":13,""type"":""int""}]}",,,17,3,1,1,Enabled,,,
36605,714,1134178,FIB,How many whales are left?,module1134bg.png,module1134bg.png,"{""type"":1,""answer"":[{""value"":16,""type"":""int""}]}",,,18,3,1,1,Enabled,,,
36606,714,1134179,FIB,Complete the subtraction,module1134bh.png,module1134bh.png,"{""type"":1,""answer"":[{""value"":45,""type"":""int""}]}",,,19,3,1,1,Enabled,,,
36607,714,1134180,FIB,How many shapes are left if we take 30 away?,module1134bi.png,module1134bi.png,"{""type"":1,""answer"":[{""value"":26,""type"":""int""}]}",,,20,3,1,1,Enabled,,,
